,stopName,stopDesc,zoneId,zoneName,stopLat,stopLon
0,Dąbrowa Centrum,Gdynia Dąbrowa Centrum,5.0,Gdynia,54.47317,18.46509
1,Kameliowa,Gdynia Kameliowa,5.0,Gdynia,54.47018,18.4682
2,Paprykowa,Gdynia Paprykowa,5.0,Gdynia,54.46784,18.46546
3,Szafranowa,Gdynia Szafranowa,5.0,Gdynia,54.46536,18.4602
4,Giełda Towarowa,Gdynia Giełda Towarowa,5.0,Gdynia,54.46224,18.45337
5,Rdestowa - Chwaszczyńska,Gdynia Rdestowa - Chwaszczyńska (N/Ż),5.0,Gdynia,54.45874,18.4528
6,Starochwaszczyńska,Gdynia Starochwaszczyńska (N/Ż),5.0,Gdynia,54.45696,18.4495
10,Anyżowa,Gdynia Anyżowa,5.0,Gdynia,54.47483,18.46977
12,Rdestowa - Leśny Zakątek,Gdynia Rdestowa - Leśny Zakątek (N/Ż),5.0,Gdynia,54.46412,18.45762
13,Targ Rybny,Targ Rybny,1.0,Gdańsk,54.35332,18.65781
14,Port Lotniczy,Port Lotniczy,1.0,Gdańsk,54.38267,18.46753
15,Muzeum II Wojny Światowej,Muzeum II Wojny Światowej,1.0,Gdańsk,54.35764,18.65872
16,Wrzeszcz PKP,Wrzeszcz PKP,1.0,Gdańsk,54.3813,18.60447
17,Oliwa PKP,Oliwa PKP,1.0,Gdańsk,54.41123,18.57213
18,Oliwa Pętla Tramwajowa,Oliwa Pętla Tramwajowa,1.0,Gdańsk,54.40926,18.56708
19,Żabianka SKM,Żabianka SKM,1.0,Gdańsk,54.42112,18.57006
20,Jelitkowo Kapliczna,Jelitkowo Kapliczna,1.0,Gdańsk,54.42158,18.60209
21,Zaspa SKM,Zaspa SKM,1.0,Gdańsk,54.3893,18.59444
22,Nowy Port Szaniec Zachodni,Nowy Port Szaniec Zachodni,1.0,Gdańsk,54.39618,18.67291
23,Migowo,Migowo,1.0,Gdańsk,54.35264,18.57626
24,Chełm Witosa,Chełm Witosa,1.0,Gdańsk,54.33741,18.61631
25,Chełm Cienista,Chełm Cienista,1.0,Gdańsk,54.33831,18.627
26,Orunia Górna,Orunia Górna,1.0,Gdańsk,54.3252,18.61839
27,Maćkowy,Maćkowy,1.0,Gdańsk,54.30689,18.61525
28,Równa,Orunia Równa,1.0,Gdańsk,54.32419,18.64089
29,Olszynka - Szkoła,Olszynka Szkoła,1.0,Gdańsk,54.34184,18.66894
30,Górki Zachodnie,Górki Zachodnie,1.0,Gdańsk,54.3548,18.7821
31,,Nabrzeże Przemysłowe,,,54.37428,18.66562
32,Westerplatte,Westerplatte,1.0,Gdańsk,54.40606,18.67702
33,Górki Wschodnie,Górki Wschodnie,1.0,Gdańsk,54.35038,18.79305
34,Przegalina,Przegalina,1.0,Gdańsk,54.31122,18.91707
35,Lipuska,Lipuska,1.0,Gdańsk,54.33863,18.51084
36,,Witomińska,,,54.51253,18.53218
37,Bysewo,Bysewo,1.0,Gdańsk,54.37497,18.46361
38,Matemblewo,Matemblewo,1.0,Gdańsk,54.36664,18.54891
39,Suchanino,Suchanino,1.0,Gdańsk,54.35411,18.60737
40,Osowa Przesypownia,Osowa Przesypownia,1.0,Gdańsk,54.41501,18.4585
41,Niedźwiednik,Niedźwiednik,1.0,Gdańsk,54.38,18.55937
42,Oliwa ZOO,Oliwa ZOO,1.0,Gdańsk,54.41353,18.53517
43,,Warszawska,,,54.51691,18.53049
44,Sztutowska,Sztutowska,1.0,Gdańsk,54.35395,18.71869
45,Jelitkowo,Jelitkowo,1.0,Gdańsk,54.42346,18.59376
46,Galaktyczna,Galaktyczna,1.0,Gdańsk,54.42812,18.48622
47,Osowa PKP,Osowa PKP,1.0,Gdańsk,54.42082,18.45204
48,,Gdynia Dworzec Gł. PKP - Wolności,,,54.51982,18.52781
49,Chełm - Więckowskiego,Chełm Więckowskiego,1.0,Gdańsk,54.33398,18.6158
50,Ujeścisko,Ujeścisko,1.0,Gdańsk,54.33127,18.58534
52,Smęgorzyno,Smęgorzyno,1.0,Gdańsk,54.34205,18.4732
53,Stogi Plaża,Stogi Plaża,1.0,Gdańsk,54.37243,18.7286
54,Św. Wojciech,Święty Wojciech,1.0,Gdańsk,54.28478,18.63808
55,Kukawka,Kukawka,1.0,Gdańsk,54.44403,18.45759
56,,Bpa Okoniewskiego,,,54.52322,18.52173
57,Kiełpino Górne,Kiełpino Górne,1.0,Gdańsk,54.34195,18.49882
58,Kampinoska,Kampinoska,1.0,Gdańsk,54.31611,18.60301
59,Olimpijska,Olimpijska,1.0,Gdańsk,54.30558,18.58112
60,,Stocznia SKM - Morska,,,54.52479,18.5174
61,Politechnika SKM,Politechnika SKM,1.0,Gdańsk,54.37393,18.62627
62,Łostowice Świętokrzyska,Łostowice Świętokrzyska,1.0,Gdańsk,54.32329,18.60623
63,Zakoniczyn,Zakoniczyn,1.0,Gdańsk,54.31981,18.57735
64,Jaworzniaków,Jaworzniaków,1.0,Gdańsk,54.31804,18.56873
65,,Uniwersytet Morski,,,54.52786,18.50898
67,Jasień Pólnicy,Jasień Pólnicy,1.0,Gdańsk,54.34111,18.56103
68,Oliwa,Oliwa,1.0,Gdańsk,54.40961,18.56699
69,Zaspa,Zaspa,1.0,Gdańsk,54.39982,18.59561
70,Siedlce,Siedlce ,1.0,Gdańsk,54.34831,18.60648
71,,Mireckiego,,,54.52959,18.50268
72,Nowy Port Góreckiego,Nowy Port Góreckiego,1.0,Gdańsk,54.40003,18.67112
73,Nowy Port Oliwska,Nowy Port Oliwska,1.0,Gdańsk,54.40143,18.67493
74,Brzeźno,Brzeźno,1.0,Gdańsk,54.40732,18.63812
75,Strzyża PKM,Strzyża PKM,1.0,Gdańsk,54.39117,18.57821
76,Przeróbka,Przeróbka (techniczny),1.0,Gdańsk,54.3578,18.68403
77,,Kalksztajnów,,,54.53156,18.49503
78,,Komandorska - Hotel,,,54.52952,18.49661
79,,Dembińskiego,,,54.5278,18.49407
80,,Sambora,,,54.52756,18.49584
81,,Krofeya,,,54.52821,18.49698
82,,Redłowo SKM,,,54.49125,18.53718
83,,Morska - Estakada,,,54.5333,18.48953
84,,Grabówek SKM,,,54.53412,18.49444
85,,Technikum Chłodnicze,,,54.52714,18.49001
86,,Leszczynki II,,,54.52777,18.48126
87,,Leszczynki I,,,54.5298,18.48373
88,,Kordeckiego,,,54.53098,18.48614
89,,Plac Górnośląski,,,54.48353,18.53857
90,,Węzeł Żołnierzy Wyklętych,,,54.53483,18.48226
91,,Łowicka,,,54.48122,18.53104
92,,Zamenhofa,,,54.53773,18.47856
93,,Olgierda,,,54.47839,18.52366
94,,Leszczynki SKM,,,54.54111,18.47649
95,Zajezdnia NOWY PORT,Zajezdnia Nowy Port (techniczny),1.0,Gdańsk,54.39708,18.67365
96,,Lidzka,,,54.47558,18.51608
97,,Pucka,,,54.54338,18.46778
98,Baza Hallera,Baza Hallera (techniczny),1.0,Gdańsk,54.39722,18.62155
99,,Racławicka,,,54.47224,18.51306
100,,Karwiny PKM,,,54.46929,18.50569
101,,Kcyńska,,,54.54701,18.45349
102,,Źródło Marii,,,54.47065,18.49477
103,,Piaskowa,,,54.54823,18.44857
104,,Brzechwy,,,54.47374,18.48952
105,,Cisowa SKM,,,54.54991,18.4442
106,,Karwiny Tuwima,,,54.47381,18.48456
107,,Myśliwska,,,54.47124,18.48851
108,,Chylonia Dworzec PKP,,,54.54451,18.46311
109,,Wiczlińska,,,54.47187,18.47883
110,,Karwiny Tesco,,,54.47308,18.4776
111,,Wiejska,,,54.53891,18.47058
112,,Chylonia Centrum,,,54.54213,18.46002
113,,Hipermarket Tesco - Morska,,,54.54437,18.45107
114,,Zbożowa,,,54.5453,18.44698
115,,Owsiana,,,54.54661,18.44049
116,,Cisowa Sibeliusa,,,54.54909,18.43182
117,,Zwycięstwa - Wielkopolska,,,54.48442,18.54638
118,,Nawigatorów,,,54.4825,18.54961
119,,Orłowo SKM - Orłowska,,,54.47867,18.55273
120,,"Orłowo SKM - ""Klif""",,,54.47592,18.55314
121,,Kolibki,,,54.47319,18.55383
122,,Bernadowska,,,54.46321,18.55384
123,,Nałkowskiej,,,54.46987,18.49894
124,,Elektrowozownia SKM,,,54.55209,18.42195
125,,Jęczmienna,,,54.54743,18.44199
126,,Wolności - II LO,,,54.51875,18.51924
127,,Wielki Kack Starodworcowa,,,54.46461,18.49647
128,,Działki Leśne - Sztumska,,,54.51706,18.51698
129,,Lipowa,,,54.47009,18.49062
130,,Szczecińska ,,,54.51823,18.52119
131,,Liceum Jezuitów,,,54.51568,18.52465
132,,Gryfa Pomorskiego,,,54.46764,18.48725
133,,Nowogrodzka,,,54.51368,18.52423
134,,Tatrzańska - Olsztyńska,,,54.51297,18.52466
135,,Hipermarket Tesco / OBI,,,54.53885,18.45352
136,,Kwidzyńska I,,,54.51189,18.525
137,,Kwidzyńska II,,,54.51088,18.528
138,,Urząd Pracy,,,54.52134,18.52384
139,,Kołłątaja,,,54.52276,18.51983
140,,Plac Neptuna,,,54.5227,18.51728
141,,Beniowskiego - Akademiki,,,54.52375,18.51285
142,,Grabowo,,,54.52403,18.50822
143,Lessowa,Lessowa,1.0,Gdańsk,54.36281,18.70524
144,,Stoigniewa,,,54.52779,18.4849
145,,Ściegiennego,,,54.53106,18.48263
146,Wały Piastowskie ,Wały Piastowskie,1.0,Gdańsk,54.35843,18.64744
147,Aksamitna,Aksamitna,1.0,Gdańsk,54.35846,18.6523
148,Rybaki Górne,Rybaki Górne,1.0,Gdańsk,54.35815,18.65579
149,Śródmieście SKM,Śródmieście SKM,1.0,Gdańsk,54.34794,18.64373
150,Toruńska,Toruńska,1.0,Gdańsk,54.34616,18.6456
151,Łagiewniki,Łagiewniki,1.0,Gdańsk,54.3588,18.64937
152,Dworzec Główny,Dworzec Główny,1.0,Gdańsk,54.35483,18.64512
153,,Rozewska,,,54.53752,18.4702
154,Hucisko,Hucisko,1.0,Gdańsk,54.35197,18.64485
155,Brama Wyżynna,Brama Wyżynna,1.0,Gdańsk,54.35032,18.64628
156,Chłodna,Chłodna,1.0,Gdańsk,54.34333,18.66275
157,,Bażyńskiego,,,54.52973,18.48874
158,Żabi Kruk,Żabi Kruk,1.0,Gdańsk,54.34645,18.65135
159,Szafarnia,Szafarnia,1.0,Gdańsk,54.34745,18.66108
160,Brama Żuławska,Brama Żuławska,1.0,Gdańsk,54.34751,18.66882
161,Bajki,Bajki,1.0,Gdańsk,54.35634,18.68185
162,Elbląska,Elbląska,1.0,Gdańsk,54.34914,18.6702
163,Dickensa,Dickensa (N/Ż),1.0,Gdańsk,54.35739,18.69021
164,Głęboka,Głęboka,1.0,Gdańsk,54.35235,18.67165
165,Kaczeńce - Sienna,Kaczeńce - Sienna (N/Ż),1.0,Gdańsk,54.35869,18.69777
166,Przeróbka,Przeróbka,1.0,Gdańsk,54.35747,18.68354
167,Sucharskiego,Sucharskiego,1.0,Gdańsk,54.35993,18.69048
168,Sówki,Sówki,1.0,Gdańsk,54.36141,18.7295
169,Steczka,Steczka,1.0,Gdańsk,54.35962,18.74071
170,Kępna,Kępna (N/Ż),1.0,Gdańsk,54.35913,18.74585
171,Baza Manipulacyjna,Baza Manipulacyjna (N/Ż),1.0,Gdańsk,54.35367,18.75701
172,Łęczycka,Łęczycka,1.0,Gdańsk,54.35588,18.76366
173,Budzysza,Budzysza,1.0,Gdańsk,54.36076,18.6919
174,,Kalksztajnów - Bloki,,,54.52868,18.49238
175,Sucharskiego - PKP,Sucharskiego - PKP (N/Ż),1.0,Gdańsk,54.37657,18.68265
176,Ku Ujściu,Ku Ujściu (N/Ż),1.0,Gdańsk,54.38005,18.679
177,De Plelo,De Plelo (N/Ż),1.0,Gdańsk,54.38962,18.6759
178,Charpentiera,Charpentiera (N/Ż),1.0,Gdańsk,54.39348,18.68436
179,Pokładowa,Pokładowa (N/Ż),1.0,Gdańsk,54.39642,18.68478
180,Pokładowa,Pokładowa  (N/Ż),1.0,Gdańsk,54.39637,18.68463
181,Przystań Żeglugi,Przystań Żeglugi,1.0,Gdańsk,54.40407,18.68157
182,Borska,Borska (N/Ż),1.0,Gdańsk,54.34829,18.47892
183,Brodnicka,Brodnicka,1.0,Gdańsk,54.34574,18.47671
184,Żarnowiecka,Żarnowiecka,1.0,Gdańsk,54.34557,18.67879
185,Siennicka,Siennicka,1.0,Gdańsk,54.35745,18.67906
186,Przetoczna,Przetoczna,1.0,Gdańsk,54.3607,18.67283
187,Przejazd Kolejowy,Przejazd Kolejowy,1.0,Gdańsk,54.3662,18.67358
188,Kujawska,Kujawska,1.0,Gdańsk,54.37692,18.67072
189,Mostek,Mostek,1.0,Gdańsk,54.34936,18.67455
190,Miałki Szlak,Miałki Szlak (N/Ż),1.0,Gdańsk,54.34886,18.68411
191,Węzeł Elbląska,Węzeł Elbląska (N/Ż),1.0,Gdańsk,54.34894,18.69207
192,Błonia,Błonia,1.0,Gdańsk,54.35138,18.70376
193,Tarcice,Tarcice,1.0,Gdańsk,54.35233,18.70851
194,Michałki,Michałki (N/Ż),1.0,Gdańsk,54.3472,18.71802
195,Rafineria,Rafineria,1.0,Gdańsk,54.34404,18.7219
196,Rejenta,Rejenta,1.0,Gdańsk,54.34225,18.60559
197,Zosi,Zosi,1.0,Gdańsk,54.34354,18.61137
198,Domeyki,Domeyki,1.0,Gdańsk,54.3451,18.61156
199,Soplicy,Soplicy,1.0,Gdańsk,54.34505,18.60704
200,Chrobrego,Chrobrego (N/Ż),1.0,Gdańsk,54.38796,18.61767
201,Ostroroga,Ostroroga,1.0,Gdańsk,54.38773,18.62409
202,Klonowicza,Klonowicza,1.0,Gdańsk,54.38724,18.62835
203,Leszczyńskich,Leszczyńskich,1.0,Gdańsk,54.39994,18.60679
204,Meissnera,Meissnera,1.0,Gdańsk,54.40186,18.60291
205,Olsztyńska,Olsztyńska,1.0,Gdańsk,54.40565,18.60399
206,Radunica,Pruszcz Radunica (N/Ż),1.0,Gdańsk,54.27884,18.63945
207,Sobieszewo,Sobieszewo,1.0,Gdańsk,54.34359,18.82609
208,Kanałowa,Kanałowa (N/Ż),1.0,Gdańsk,54.3428,18.83915
209,Pole Namiotowe,Pole Namiotowe (N/Ż),1.0,Gdańsk,54.34239,18.86483
210,Lazurowa,Lazurowa,1.0,Gdańsk,54.34166,18.87289
211,Orlinki,Orlinki (N/Ż),1.0,Gdańsk,54.34025,18.88645
212,Kwiatowa,Kwiatowa,1.0,Gdańsk,54.33939,18.89365
213,Trałowa - Szkoła,Trałowa - Szkoła,1.0,Gdańsk,54.33711,18.91078
214,Kempingowa,Kempingowa,1.0,Gdańsk,54.33655,18.9165
215,Węgorzowa,Węgorzowa,1.0,Gdańsk,54.33615,18.9255
216,Przystań,Przystań,1.0,Gdańsk,54.33443,18.9342
217,Świbnieńska I,Świbnieńska I (N/Ż),1.0,Gdańsk,54.32959,18.93303
218,Uzdrowiskowa,Uzdrowiskowa (N/Ż),1.0,Gdańsk,54.3226,18.93189
219,Świbnieńska III,Świbnieńska III,1.0,Gdańsk,54.31492,18.93062
220,Przegalińska,Przegalińska (N/Ż),1.0,Gdańsk,54.30988,18.92535
221,Benzynowa,Benzynowa (N/Ż),1.0,Gdańsk,54.34169,18.7528
222,Oczyszczalnia,Oczyszczalnia (N/Ż),1.0,Gdańsk,54.34217,18.75799
223,Naftowa,Naftowa (N/Ż),1.0,Gdańsk,54.34287,18.76952
224,Płońska,Płońska (N/Ż),1.0,Gdańsk,54.34705,18.77397
225,Zagroble,Zagroble (N/Ż),1.0,Gdańsk,54.34693,18.78514
226,,Raduńska,,,54.53792,18.45824
227,Cedrowa,Cedrowa,1.0,Gdańsk,54.33914,18.58661
228,Nowa Gdańska,Nowa Gdańska (N/Ż),1.0,Gdańsk,54.39711,18.63405
229,Jodowa,Jodowa,1.0,Gdańsk,54.34586,18.82041
230,Tęczowa,Tęczowa (N/Ż),1.0,Gdańsk,54.34829,18.80993
231,,Jaskółcza,,,54.53389,18.45328
232,Nadwiślańska,Nadwiślańska (N/Ż),1.0,Gdańsk,54.3489,18.80357
233,Ornitologów,Ornitologów (N/Ż),1.0,Gdańsk,54.34909,18.79867
234,Sierpowa,Sierpowa,1.0,Gdańsk,54.33786,18.67404
235,Bratki,Bratki,1.0,Gdańsk,54.33461,18.67104
236,Gęsia,Gęsia,1.0,Gdańsk,54.33097,18.66711
237,Olszynka - Niwki,Olszynka Niwki,1.0,Gdańsk,54.33591,18.67726
238,,Bławatna,,,54.53338,18.44831
239,Zawodzie,Zawodzie,1.0,Gdańsk,54.33932,18.6867
240,Maki,Maki,1.0,Gdańsk,54.34511,18.67471
241,Muzeum Narodowe,Muzeum Narodowe,1.0,Gdańsk,54.34477,18.64815
242,Dolna,Dolna,1.0,Gdańsk,54.34334,18.65888
243,Wróbla,Wróbla,1.0,Gdańsk,54.3405,18.65788
244,Brama Nizinna,Brama Nizinna,1.0,Gdańsk,54.34054,18.648
245,,Wiklinowa,,,54.53472,18.44413
246,Mostowa,Mostowa,1.0,Gdańsk,54.33635,18.64862
247,Elmet,Elmet (N/Ż),1.0,Gdańsk,54.33981,18.64038
248,Zremb,Zremb (N/Ż),1.0,Gdańsk,54.33594,18.63661
249,Sandomierska,Sandomierska ,1.0,Gdańsk,54.33244,18.6348
250,,Żurawia,,,54.5379,18.4392
251,Rejtana,Rejtana,1.0,Gdańsk,54.32841,18.63405
252,Gościnna,Gościnna,1.0,Gdańsk,54.32328,18.63173
253,Nowiny,Nowiny ,1.0,Gdańsk,54.31921,18.6303
254,Urząd Dozoru Technicznego,Urząd Dozoru Technicznego,1.0,Gdańsk,54.31581,18.62936
255,Ukośna,Ukośna,1.0,Gdańsk,54.31092,18.62953
256,,Pustki Cisowskie,,,54.53902,18.43474
257,Niegowska,Niegowska,1.0,Gdańsk,54.30279,18.63081
258,Węzeł Lipce,Węzeł Lipce (N/Ż),1.0,Gdańsk,54.29804,18.63258
259,Ostróżek,Ostróżek (N/Ż),1.0,Gdańsk,54.29036,18.63663
260,Ptasia,Ptasia,1.0,Gdańsk,54.33031,18.62802
261,Małomiejska,Małomiejska (N/Ż),1.0,Gdańsk,54.32961,18.61904
262,Platynowa,Platynowa,1.0,Gdańsk,54.32631,18.61128
263,Uranowa,Uranowa,1.0,Gdańsk,54.32611,18.6204
264,Dom Pomocy Społecznej,Dom Pomocy Społecznej,1.0,Gdańsk,54.3099,18.62018
265,Zaroślak,Zaroślak,1.0,Gdańsk,54.34236,18.64229
266,Cmentarna,Cmentarna (N/Ż),1.0,Gdańsk,54.34079,18.63566
267,Stoczniowców,Stoczniowców (N/Ż),1.0,Gdańsk,54.34325,18.63179
268,Reformacka,Reformacka,1.0,Gdańsk,54.34255,18.63054
269,Wronki,Wronki,1.0,Gdańsk,54.34222,18.62831
270,,Kamienny Potok SKM,,,54.45849,18.5546
271,Grabowskiego,Grabowskiego,1.0,Gdańsk,54.34169,18.62137
272,Dragana - Kładka,Dragana - Kładka,1.0,Gdańsk,54.34106,18.61164
273,Dragana - Szkoła,Dragana - Szkoła,1.0,Gdańsk,54.33943,18.60598
274,Cieszyńskiego,Cieszyńskiego,1.0,Gdańsk,54.33826,18.60979
275,,Sikorskiego (N/Ż),,,54.33886,18.61888
276,Pohulanka,Pohulanka (N/Ż),1.0,Gdańsk,54.34846,18.63683
277,Odrzańska,Odrzańska (N/Ż),1.0,Gdańsk,54.34513,18.62567
278,Worcella,Worcella,1.0,Gdańsk,54.34118,18.62639
279,Drwęcka (n/ż),Drwęcka,1.0,Gdańsk,54.34492,18.61803
280,Chałubińskiego,Chałubińskiego (N/Ż),1.0,Gdańsk,54.34211,18.61801
281,Chałubińskiego,Chałubińskiego,1.0,Gdańsk,54.34216,18.61708
282,Urząd Miejski,Urząd Miejski,1.0,Gdańsk,54.35136,18.63921
283,Bema,Bema,1.0,Gdańsk,54.3507,18.632
284,Zakopiańska,Zakopiańska,1.0,Gdańsk,54.34887,18.61877
285,,Kamienny Potok - Kujawska,,,54.45847,18.54771
286,Emaus,Emaus,1.0,Gdańsk,54.34746,18.6043
287,Siedlce,Siedlce,1.0,Gdańsk,54.34855,18.60667
288,Zielony Stok,Zielony Stok,1.0,Gdańsk,54.34559,18.59607
289,,Chabrowa,,,54.53237,18.45573
290,Pagórkowa,Pagórkowa,1.0,Gdańsk,54.34504,18.59142
291,Damroki,Damroki,1.0,Gdańsk,54.33867,18.56424
292,Zwierzyniecka,Zwierzyniecka (N/Ż),1.0,Gdańsk,54.34155,18.55584
293,,Rybińskiego,,,54.52953,18.45819
294,Źródlana,Źródlana,1.0,Gdańsk,54.34198,18.55352
295,Jasień Działki,Jasień Działki (N/Ż),1.0,Gdańsk,54.34432,18.54227
296,Węzeł Karczemki,Węzeł Karczemki (N/Ż),1.0,Gdańsk,54.34734,18.5279
297,Karczemki,Karczemki,1.0,Gdańsk,54.34964,18.51244
298,,Junaków,,,54.45551,18.54743
299,Inżynierska,Inżynierska (N/Ż),1.0,Gdańsk,54.35179,18.50124
300,Fabryczna,Fabryczna,1.0,Gdańsk,54.35329,18.49447
301,,Demptowo,,,54.52535,18.46314
302,Transportowców,Transportowców,1.0,Gdańsk,54.35941,18.49139
303,Nowatorów,Nowatorów,1.0,Gdańsk,54.36405,18.49177
304,Kokoszki - Poczta,Kokoszki Poczta (N/Ż),1.0,Gdańsk,54.36385,18.48111
305,,Małopolska,,,54.45562,18.54343
306,Gronostajowa,Gronostajowa (N/Ż),1.0,Gdańsk,54.34281,18.54935
307,Pólnicy,Pólnicy,1.0,Gdańsk,54.34044,18.5593
308,Unimor,Unimor (N/Ż),1.0,Gdańsk,54.36401,18.47239
309,,Demptowo - Jednostka Wojskowa,,,54.52058,18.44934
310,Centrostal,Centrostal (N/Ż),1.0,Gdańsk,54.36636,18.46767
311,"Schronisko dla zwierząt ""Promyk""","Schronisko dla zwierząt ""Promyk"" (N/Ż)",1.0,Gdańsk,54.36913,18.46222
312,Instal,Instal (N/Ż),1.0,Gdańsk,54.3675,18.46569
313,,Otomińska (N/Ż),,,54.34412,18.51058
314,,Kolberga,,,54.45715,18.53792
315,Kiełpino - Szkoła,Kiełpino - Szkoła,1.0,Gdańsk,54.33976,18.50809
316,Nowa Bulońska,Nowa Bulońska,1.0,Gdańsk,54.3284,18.56972
317,Szkoła Podstawowa nr 6,Szkoła Podstawowa nr 6,1.0,Gdańsk,54.32626,18.5686
318,Cmentarz Łostowicki,Cmentarz Łostowicki,1.0,Gdańsk,54.34003,18.60132
319,Kielecka,Kielecka,1.0,Gdańsk,54.33403,18.59196
320,,Brodwino,,,54.45768,18.5344
321,Przemyska,Przemyska,1.0,Gdańsk,54.33327,18.59614
322,Płocka,Płocka,1.0,Gdańsk,54.32899,18.59867
323,Łódzka,Łódzka (N/Ż),1.0,Gdańsk,54.32308,18.60284
324,Niepołomicka,Niepołomicka,1.0,Gdańsk,54.32023,18.59515
325,Przebiśniegowa,Przebiśniegowa,1.0,Gdańsk,54.31585,18.59374
326,Przemian,Przemian (N/Ż),1.0,Gdańsk,54.305,18.60391
327,Starogardzka,Starogardzka,1.0,Gdańsk,54.30211,18.60841
328,Hevelianum,Hevelianum,1.0,Gdańsk,54.35275,18.63489
329,Płowce,Płowce,1.0,Gdańsk,54.35592,18.63011
330,Cygańska Góra,Cygańska Góra,1.0,Gdańsk,54.35712,18.61987
331,Wagnera,Wagnera,1.0,Gdańsk,54.35578,18.61359
332,Otwarta,Otwarta,1.0,Gdańsk,54.35596,18.6034
333,Kurpińskiego,Kurpińskiego,1.0,Gdańsk,54.35528,18.59715
334,Nad Jarem,Nad Jarem,1.0,Gdańsk,54.35376,18.61434
335,Wileńska,Piecki Wileńska,1.0,Gdańsk,54.36183,18.59507
336,Park Naukowo - Technologiczny,Park Naukowo - Technologiczny,1.0,Gdańsk,54.35458,18.5958
337,Jaśkowa Dolina,Jaśkowa Dolina,1.0,Gdańsk,54.37784,18.60663
338,Nowolipie,Nowolipie (N/Ż),1.0,Gdańsk,54.34975,18.59829
339,Matejki,Matejki,1.0,Gdańsk,54.37485,18.6131
340,Uphagena,Uphagena,1.0,Gdańsk,54.37668,18.6151
341,Siedlicka,Siedlicka,1.0,Gdańsk,54.37005,18.6113
342,Kręta,Kręta,1.0,Gdańsk,54.36735,18.61299
343,,Łużycka,,,54.45555,18.5513
344,Jarowa,Jarowa,1.0,Gdańsk,54.36425,18.61194
345,Pomorskie Szkoły Rzemiosł,Pomorskie Szkoły Rzemiosł,1.0,Gdańsk,54.36194,18.61108
346,Schumana,Schumana,1.0,Gdańsk,54.35923,18.6038
347,Schuberta,Schuberta ,1.0,Gdańsk,54.35746,18.59951
348,Na Wzgórzu,Na Wzgórzu,1.0,Gdańsk,54.37042,18.5973
349,Sobótki,Sobótki,1.0,Gdańsk,54.37448,18.60547
350,,Wejherowska,,,54.45304,18.55528
351,Falista,Falista (N/Ż),1.0,Gdańsk,54.36787,18.59324
352,Strzelnica,Strzelnica (N/Ż),1.0,Gdańsk,54.36552,18.58893
353,,Chylonia Krzywoustego ,,,54.54591,18.4689
354,Dobrowolskiego,Dobrowolskiego,1.0,Gdańsk,54.36067,18.58955
355,Piecewska,Piecewska,1.0,Gdańsk,54.35837,18.58693
356,Warneńska,Warneńska,1.0,Gdańsk,54.35767,18.58296
357,,Malczewskiego,,,54.45035,18.55304
358,Budapesztańska,Budapesztańska,1.0,Gdańsk,54.35574,18.57814
359,,II Urząd Skarbowy,,,54.54776,18.47158
360,Brętowo PKM,Brętowo PKM,1.0,Gdańsk,54.36431,18.57331
361,Kolumba,Kolumba,1.0,Gdańsk,54.36033,18.57789
362,Galeria Bałtycka,Galeria Bałtycka,1.0,Gdańsk,54.38298,18.59881
363,,Cmentarz,,,54.45098,18.54826
364,Chrzanowskiego,Chrzanowskiego,1.0,Gdańsk,54.38013,18.58689
365,Srebrniki,Srebrniki,1.0,Gdańsk,54.37891,18.5806
366,,Hutnicza - Stacja Paliw Lotos,,,54.54531,18.47735
367,Trawki,Trawki (N/Ż),1.0,Gdańsk,54.37797,18.57462
368,Potokowa,Potokowa,1.0,Gdańsk,54.37464,18.56879
369,Rybacka,Rybacka,1.0,Gdańsk,54.42428,18.57754
370,,Brodwino - Szkoła,,,54.45608,18.53129
371,Słowackiego Działki,Słowackiego Działki (N/Ż),1.0,Gdańsk,54.37058,18.55627
372,Harfowa,Harfowa,1.0,Gdańsk,54.37604,18.52317
373,,"Hala ""Makro""",,,54.54204,18.48502
374,Agrarna,Agrarna,1.0,Gdańsk,54.37628,18.5097
375,Astronautów,Astronautów,1.0,Gdańsk,54.37709,18.50294
376,Szybowcowa,Szybowcowa (N/Ż),1.0,Gdańsk,54.37881,18.48843
377,Firoga,Firoga,1.0,Gdańsk,54.37973,18.48323
378,,Hutnicza - Estakada,,,54.53794,18.4934
379,Radarowa,Radarowa,1.0,Gdańsk,54.38457,18.48614
380,Ikara,Ikara,1.0,Gdańsk,54.38898,18.48225
381,Radiowa,Radiowa (N/Ż),1.0,Gdańsk,54.39003,18.47561
382,Spadochroniarzy,Spadochroniarzy,1.0,Gdańsk,54.38571,18.47056
383,Rakietowa,Rakietowa (N/Ż),1.0,Gdańsk,54.37009,18.48124
384,Kosmonautów,Kosmonautów (N/Ż),1.0,Gdańsk,54.37283,18.47332
385,Bysewo,Bysewo (N/Ż),1.0,Gdańsk,54.37544,18.46278
386,"Ogrody Działkowe ""Rębiechowo"" II","Ogrody Działkowe ""Rębiechowo"" II (N/Ż)",1.0,Gdańsk,54.37769,18.45333
387,"Ogrody Działkowe ""Rębiechowo"" I","Ogrody Działkowe ""Rębiechowo"" I (N/Ż)",1.0,Gdańsk,54.37887,18.44833
388,Przyrodników,Przyrodników,1.0,Gdańsk,54.38425,18.4327
389,,Anyżowa,,,54.47464,18.46855
