,stopName,stopDesc,zoneId,zoneName,stopLat,stopLon,coord,time_sec,color
764,,Sopot PKP,,Sopot,54.44156,18.56355,"54.44156, 18.56355",3033,red
765,,Sikorskiego ,,Sopot,54.44159000000001,18.55875,"54.44159000000001, 18.55875",2807,red
766,,Chopina ,,Sopot,54.4422,18.57121,"54.4422, 18.57121",2539,yellow
767,,Bohaterów Monte Cassino,,Sopot,54.44302,18.55967,"54.44302, 18.55967",3058,red
768,,Uniwersytet Gdański,,Sopot,54.44433000000001,18.55612,"54.44433000000001, 18.55612",3129,red
769,,Grand Hotel,,Sopot,54.4465,18.56781,"54.4465, 18.56781",2659,yellow
770,,Goyki,,Sopot,54.44709,18.55912,"54.44709, 18.55912",2779,red
771,,Dolny Sopot - Haffnera,,Sopot,54.44959,18.56261,"54.44959, 18.56261",2975,red
772,,Korty Tenisowe,,Sopot,54.45027,18.56479,"54.45027, 18.56479",2719,red
773,,Cmentarz,,Sopot,54.45098,18.54826,"54.45098, 18.54826",2959,red
774,,Schronisko Sopotkowo,,Sopot,54.45283000000001,18.54097,"54.45283000000001, 18.54097",3068,red
775,,Sienkiewicza ,,Sopot,54.45399999999999,18.548820000000006,"54.45399999999999, 18.548820000000006",3343,red
776,,Kraszewskiego,,Sopot,54.45466999999999,18.55425,"54.45466999999999, 18.55425",3534,red
777,,Brodwino - Szkoła,,Sopot,54.45608000000001,18.53129,"54.45608000000001, 18.53129",3139,red
778,,Mazowiecka,,Sopot,54.45881,18.55046,"54.45881, 18.55046",3536,red
779,,Dąbrowa Centrum,,Gdynia,54.47456,18.464170000000006,"54.47456, 18.464170000000006",4128,black
780,,Anyżowa,,Gdynia,54.47464,18.46855,"54.47464, 18.46855",3977,black
781,,Wiczlińska - Las,,Gdynia,54.47818,18.45124,"54.47818, 18.45124",4459,black
782,,Wiczlino Działki II,,Gdynia,54.48112,18.44249,"54.48112, 18.44249",4568,black
783,,Wiczlino Działki I,,Gdynia,54.48177,18.43732,"54.48177, 18.43732",4721,black
784,,Wiczlińska - Śliska,,Gdynia,54.48335,18.43728,"54.48335, 18.43728",4579,black
785,,Gradowa,,Gdynia,54.48605,18.4326,"54.48605, 18.4326",4639,black
786,,Mały Kack Sandomierska,,Gdynia,54.4867,18.5283,"54.4867, 18.5283",3734,black
787,,Wiczlino Skrzyżowanie,,Gdynia,54.49066,18.42398,"54.49066, 18.42398",4829,black
788,,Halicka,,Gdynia,54.49119,18.53357,"54.49119, 18.53357",3264,red
789,,Witomino Leśniczówka,,Gdynia,54.49136,18.51219,"54.49136, 18.51219",4049,black
790,,Potok Wiczliński,,Gdynia,54.49424000000001,18.419970000000006,"54.49424000000001, 18.419970000000006",5182,black
791,,Zaruskiego,,Gdynia,54.49441,18.43015,"54.49441, 18.43015",4819,black
792,,Stawna,,Gdynia,54.49466999999999,18.50796,"54.49466999999999, 18.50796",4005,black
793,,Witomino Polna,,Gdynia,54.49501,18.51486,"54.49501, 18.51486",4267,black
794,,Długa,,Gdynia,54.49621,18.51191,"54.49621, 18.51191",4097,black
795,,Kamrowskiego,,Gdynia,54.49711,18.43088,"54.49711, 18.43088",4879,black
796,,Chwarzno Sokółka,,Gdynia,54.49764,18.43835,"54.49764, 18.43835",5044,black
797,,Witomino Centrum,,Gdynia,54.49774,18.50927,"54.49774, 18.50927",3874,black
798,,Kmicica,,Gdynia,54.49777,18.41684,"54.49777, 18.41684",5525,black
799,,Witomino Sosnowa,,Gdynia,54.49838,18.49462,"54.49838, 18.49462",4604,black
700,,Technikum Chłodnicze,,Gdynia,54.52714,18.49001,"54.52714, 18.49001",4198,black
701,,Sambora,,Gdynia,54.52756,18.49584,"54.52756, 18.49584",3990,black
702,,Leszczynki II,,Gdynia,54.52777,18.48126,"54.52777, 18.48126",4756,black
703,,Stoigniewa,,Gdynia,54.52779,18.4849,"54.52779, 18.4849",4514,black
704,,Dembińskiego,,Gdynia,54.5278,18.49407,"54.5278, 18.49407",3940,black
705,,Uniwersytet Morski,,Gdynia,54.52786,18.50898,"54.52786, 18.50898",3274,red
706,,Krofeya,,Gdynia,54.52821,18.49698,"54.52821, 18.49698",3890,black
707,,Kalksztajnów - Bloki,,Gdynia,54.52868,18.49238,"54.52868, 18.49238",3991,black
708,,Komandorska - Hotel,,Gdynia,54.52952,18.49661,"54.52952, 18.49661",3721,black
709,,Rybińskiego,,Gdynia,54.52953,18.45819,"54.52953, 18.45819",4774,black
710,,Mireckiego,,Gdynia,54.52959,18.50268,"54.52959, 18.50268",3334,red
711,,Bażyńskiego,,Gdynia,54.52973000000001,18.48874,"54.52973000000001, 18.48874",4256,black
712,,Leszczynki I,,Gdynia,54.5298,18.48373,"54.5298, 18.48373",4450,black
713,,Kordeckiego,,Gdynia,54.53098000000001,18.48614,"54.53098000000001, 18.48614",4281,black
714,,Ściegiennego,,Gdynia,54.53106,18.48263,"54.53106, 18.48263",4437,black
715,,Kalksztajnów,,Gdynia,54.53156,18.49503,"54.53156, 18.49503",3394,red
716,,Chabrowa,,Gdynia,54.53236999999999,18.45573,"54.53236999999999, 18.45573",4675,black
717,,Morska - Estakada,,Gdynia,54.5333,18.48953,"54.5333, 18.48953",3514,red
718,,Bławatna,,Gdynia,54.53338000000001,18.44831,"54.53338000000001, 18.44831",4451,black
719,,Jaskółcza,,Gdynia,54.53389,18.45328,"54.53389, 18.45328",4388,black
720,,Grabówek SKM,,Gdynia,54.53412,18.49444,"54.53412, 18.49444",3624,black
721,,Wiklinowa,,Gdynia,54.53471999999999,18.44413,"54.53471999999999, 18.44413",4474,black
722,,Węzeł Żołnierzy Wyklętych,,Gdynia,54.53483000000001,18.48226,"54.53483000000001, 18.48226",3754,black
723,,Rozewska,,Gdynia,54.53752,18.4702,"54.53752, 18.4702",4033,black
724,,Zamenhofa,,Gdynia,54.53773,18.47856,"54.53773, 18.47856",4065,black
725,,Żurawia,,Gdynia,54.5379,18.4392,"54.5379, 18.4392",4534,black
726,,Raduńska,,Gdynia,54.53791999999999,18.45824,"54.53791999999999, 18.45824",4294,black
727,,Hipermarket Tesco / OBI,,Gdynia,54.53885,18.45352,"54.53885, 18.45352",4711,black
728,,Wiejska,,Gdynia,54.53891,18.47058,"54.53891, 18.47058",3874,black
729,,Pustki Cisowskie,,Gdynia,54.53902,18.43474,"54.53902, 18.43474",4594,black
730,,Leszczynki SKM,,Gdynia,54.54111,18.47649,"54.54111, 18.47649",3840,black
731,,Chylonia Centrum,,Gdynia,54.54213000000001,18.46002,"54.54213000000001, 18.46002",4054,black
732,,Pucka,,Gdynia,54.543380000000006,18.46778,"54.543380000000006, 18.46778",4207,black
733,,Hipermarket Tesco - Morska,,Gdynia,54.54437,18.45107,"54.54437, 18.45107",4114,black
734,,Chylonia Dworzec PKP,,Gdynia,54.54451,18.46311,"54.54451, 18.46311",3975,black
735,,Zbożowa,,Gdynia,54.5453,18.44698,"54.5453, 18.44698",4174,black
736,,Chylonia Krzywoustego ,,Gdynia,54.54591,18.4689,"54.54591, 18.4689",4359,black
737,,Owsiana,,Gdynia,54.54661,18.44049,"54.54661, 18.44049",4460,black
738,,Kcyńska,,Gdynia,54.54701,18.45349,"54.54701, 18.45349",4399,black
739,,Jęczmienna,,Gdynia,54.54743000000001,18.44199,"54.54743000000001, 18.44199",4314,black
740,,II Urząd Skarbowy,,Gdynia,54.54776,18.47158,"54.54776, 18.47158",4250,black
741,,Piaskowa,,Gdynia,54.54823,18.44857,"54.54823, 18.44857",4280,black
742,,Cisowa Sibeliusa,,Gdynia,54.54909,18.43182,"54.54909, 18.43182",4764,black
743,,Cisowa SKM,,Gdynia,54.54991,18.4442,"54.54991, 18.4442",4065,black
744,,Elektrowozownia SKM,,Gdynia,54.55209,18.42195,"54.55209, 18.42195",5033,black
898,,Rozłogi,,Gdańsk,54.36324000000001,18.71488,"54.36324000000001, 18.71488",3300,red
843,,Sosnowiecka,,Gdynia,54.48495,18.53509,"54.48495, 18.53509",3852,black
844,,Kurpiowska,,Gdynia,54.48528,18.53183,"54.48528, 18.53183",3827,black
899,,Redłowo Szpital,,Gdynia,54.48968000000001,18.55499,"54.48968000000001, 18.55499",3720,black
845,,Płyta Redłowska,,Gdynia,54.49183000000001,18.55236,"54.49183000000001, 18.55236",4031,black
846,,Redłowo SKM - Park Technologiczny,,Gdynia,54.49206,18.54068,"54.49206, 18.54068",3115,red
847,,Korczaka,,Gdynia,54.49635,18.54464,"54.49635, 18.54464",3719,black
848,,Centrum Nauki Experyment,,Gdynia,54.49756,18.53824,"54.49756, 18.53824",3367,red
800,,Uczniowska,,Gdynia,54.49851999999999,18.50224,"54.49851999999999, 18.50224",4315,black
849,,Gdynia Arena,,Gdynia,54.49872,18.53242,"54.49872, 18.53242",3172,red
801,,Sokoła,,Gdynia,54.49883000000001,18.44113,"54.49883000000001, 18.44113",5119,black
802,,Gierdziejewskiego,,Gdynia,54.49913000000001,18.43384,"54.49913000000001, 18.43384",4939,black
803,,Amona,,Gdynia,54.49981,18.44706,"54.49981, 18.44706",5179,black
804,,Okrężna I,,Gdynia,54.49986,18.47069,"54.49986, 18.47069",4714,black
805,,Okrężna II,,Gdynia,54.5002,18.4668,"54.5002, 18.4668",5419,black
806,,Chwarzno Apollina,,Gdynia,54.50026999999999,18.45769,"54.50026999999999, 18.45769",5382,black
807,,Tezeusza,,Gdynia,54.50029,18.44966,"54.50029, 18.44966",5179,black
808,,Rolnicza ,,Gdynia,54.50071,18.51355,"54.50071, 18.51355",3844,black
809,,Fregatowa,,Gdynia,54.50179,18.41341,"54.50179, 18.41341",5893,black
850,,Harcerska,,Gdynia,54.5033,18.53649,"54.5033, 18.53649",3628,black
851,,Focha,,Gdynia,54.50365,18.54036,"54.50365, 18.54036",3698,black
810,,"Centrum Handlowe ""Riviera""",,Gdynia,54.50384,18.5332,"54.50384, 18.5332",3525,red
852,,Ejsmonda,,Gdynia,54.50488000000001,18.55269,"54.50488000000001, 18.55269",4247,black
853,,Wzgórze Św. Maksymiliana - Kapliczka,,Gdynia,54.50553000000001,18.535870000000006,"54.50553000000001, 18.535870000000006",3412,red
854,,Kopernika - Partyzantów,,Gdynia,54.50574,18.53911,"54.50574, 18.53911",3493,red
811,,Wiczlino Niemotowo,,Gdynia,54.50633000000001,18.40498,"54.50633000000001, 18.40498",4689,black
855,,Piłsudskiego ,,Gdynia,54.50777,18.54479,"54.50777, 18.54479",3639,black
812,,Węzeł Franciszki Cegielskiej,,Gdynia,54.50803000000001,18.53325,"54.50803000000001, 18.53325",3239,red
856,,Wzgórze Św. Maksymiliana SKM,,Gdynia,54.50814,18.53657,"54.50814, 18.53657",3159,red
857,,Urząd Miasta - Świętojańska,,Gdynia,54.50863,18.53805,"54.50863, 18.53805",3307,red
813,,Cmentarz Witomiński,,Gdynia,54.50994,18.52011,"54.50994, 18.52011",3930,black
814,,Poznańska,,Gdynia,54.51098,18.53114,"54.51098, 18.53114",3572,red
815,,Leśniczówka Rogulewo,,Gdynia,54.5117,18.38783,"54.5117, 18.38783",5749,black
858,,Skwer Kościuszki - InfoBox,,Gdynia,54.51798,18.54202,"54.51798, 18.54202",3415,red
859,,Centrum Handlowe Batory,,Gdynia,54.51961,18.53985,"54.51961, 18.53985",3189,red
860,,3 Maja,,Gdynia,54.51981,18.53472,"54.51981, 18.53472",2930,red
861,,Gdynia Dworzec Gł. PKP - Morska,,Gdynia,54.51998,18.52958,"54.51998, 18.52958",2880,red
816,,Ogród Botaniczny Marszewo,,Gdynia,54.52001,18.41525,"54.52001, 18.41525",6060,black
862,,Plac Kaszubski - Świętojańska,,Gdynia,54.5226,18.5433,"54.5226, 18.5433",3317,red
817,,Skarbka II,,Gdynia,54.52679000000001,18.45982,"54.52679000000001, 18.45982",4954,black
818,,Marszewska,,Gdynia,54.52739,18.43151,"54.52739, 18.43151",5543,black
819,,Jałowcowa,,Gdynia,54.53041999999999,18.44191,"54.53041999999999, 18.44191",5048,black
820,,Swarzewska II,,Gdynia,54.53603,18.46077,"54.53603, 18.46077",4657,black
821,,Swarzewska I,,Gdynia,54.53785,18.46341,"54.53785, 18.46341",4686,black
822,,Hutnicza - Estakada,,Gdynia,54.53794,18.4934,"54.53794, 18.4934",3722,black
823,,"Hala ""Makro""",,Gdynia,54.54204,18.48502,"54.54204, 18.48502",4096,black
824,,Stocznia Wojenna,,Gdynia,54.5425,18.53575,"54.5425, 18.53575",4320,black
825,,Akademia Marynarki Wojennej,,Gdynia,54.54271,18.54358,"54.54271, 18.54358",4380,black
826,,Oksywie Dolne,,Gdynia,54.54284000000001,18.54705,"54.54284000000001, 18.54705",4440,black
827,,Gołębia,,Gdynia,54.54406,18.49909,"54.54406, 18.49909",4067,black
828,,Hutnicza - Stacja Paliw Lotos,,Gdynia,54.54531,18.47735,"54.54531, 18.47735",4467,black
829,,Arciszewskich,,Gdynia,54.54541,18.5507,"54.54541, 18.5507",4546,black
830,,Nasypowa,,Gdynia,54.54568,18.52221,"54.54568, 18.52221",4200,black
831,,Terminal Promowy,,Gdynia,54.54798,18.5014,"54.54798, 18.5014",3874,black
832,,Muchowskiego,,Gdynia,54.54819000000001,18.55164,"54.54819000000001, 18.55164",4450,black
833,,Cechowa,,Gdynia,54.54915,18.51433,"54.54915, 18.51433",3814,black
834,,Gruszkowa,,Gdynia,54.54926,18.46119,"54.54926, 18.46119",4256,black
835,,Pucka - Hutnicza,,Gdynia,54.54933000000001,18.46779,"54.54933000000001, 18.46779",4438,black
863,,Bosmańska - Zielona,,Gdynia,54.54939,18.53066,"54.54939, 18.53066",4109,black
864,,Alzacka,,Gdynia,54.54957,18.53907,"54.54957, 18.53907",4110,black
865,,Czwartaków,,Gdynia,54.54979,18.54191,"54.54979, 18.54191",4207,black
866,,Oksywie Górne,,Gdynia,54.54979,18.54804,"54.54979, 18.54804",4174,black
836,,Obłuże Centrum,,Gdynia,54.55072,18.5076,"54.55072, 18.5076",3789,black
867,,Oksywie Godebskiego,,Gdynia,54.55083000000001,18.53942,"54.55083000000001, 18.53942",4414,black
868,,Stolarska,,Gdynia,54.551,18.51906,"54.551, 18.51906",4309,black
837,,Pucka - Przejazd Kolejowy,,Gdynia,54.55181,18.46773,"54.55181, 18.46773",4637,black
869,,Białowieska,,Gdynia,54.55196,18.51503,"54.55196, 18.51503",4164,black
838,,Hutnicza - Piaskowa,,Gdynia,54.55229,18.44767,"54.55229, 18.44767",4624,black
870,,Kuśnierska,,Gdynia,54.55234,18.50345,"54.55234, 18.50345",3874,black
871,,Podgórska,,Gdynia,54.55331999999999,18.49979,"54.55331999999999, 18.49979",4088,black
872,,Pancerna,,Gdynia,54.55343000000001,18.54731,"54.55343000000001, 18.54731",4294,black
839,,Handlowa,,Gdynia,54.55356999999999,18.44153,"54.55356999999999, 18.44153",4380,black
873,,Dąbka - Zielona,,Gdynia,54.5536,18.52878,"54.5536, 18.52878",4513,black
874,,Kwiatkowskiego,,Gdynia,54.55423,18.50773,"54.55423, 18.50773",4183,black
875,,Benisławskiego,,Gdynia,54.55429,18.52438,"54.55429, 18.52438",4762,black
876,,Żeliwna,,Gdynia,54.55472,18.49218,"54.55472, 18.49218",4127,black
840,,Elektrociepłownia - Pucka,,Gdynia,54.55561,18.47164,"54.55561, 18.47164",5000,black
877,,Żelazna,,Gdynia,54.55566999999999,18.48396,"54.55566999999999, 18.48396",4293,black
878,,Dąbka - Zespół Szkół,,Gdynia,54.55587,18.52076,"54.55587, 18.52076",4366,black
879,,Zielona - Działki II,,Gdynia,54.55621,18.53123,"54.55621, 18.53123",4474,black
841,,Hutnicza - Działki,,Gdynia,54.55675,18.42852,"54.55675, 18.42852",4440,black
880,,Pogórze Dolne,,Gdynia,54.55716,18.47886,"54.55716, 18.47886",4331,black
881,,Turkusowa,,Gdynia,54.55744,18.51612,"54.55744, 18.51612",4451,black
882,,Oksywie Dickmana,,Gdynia,54.55757,18.54677,"54.55757, 18.54677",4294,black
842,,Złota,,Gdynia,54.55806,18.47472,"54.55806, 18.47472",4856,black
883,,Kadmowa,,Gdynia,54.55911,18.47239,"54.55911, 18.47239",4934,black
884,,Baza na Pogórzu Dolnym,,Gdynia,54.55917,18.47624,"54.55917, 18.47624",4805,black
885,,Stare Obłuże,,Gdynia,54.56064,18.50998,"54.56064, 18.50998",4500,black
886,,Zielona - Działki I,,Gdynia,54.56079,18.53339,"54.56079, 18.53339",4534,black
887,,Pogórze Dolne Złota,,Gdynia,54.56087,18.46675,"54.56087, 18.46675",5236,black
888,,Obłuże Maciejewicza,,Gdynia,54.56276,18.50708,"54.56276, 18.50708",4760,black
889,,Czernickiego,,Gdynia,54.56278,18.47555,"54.56278, 18.47555",4294,black
890,,Maciejewicza,,Gdynia,54.56299,18.50851,"54.56299, 18.50851",4560,black
891,,Pogórze Górne,,Gdynia,54.56316,18.48141,"54.56316, 18.48141",4354,black
892,,Staniewicza,,Gdynia,54.56322,18.498520000000006,"54.56322, 18.498520000000006",4680,black
893,,Pogórze - Pogórze Górne,,Gdynia,54.5634,18.48129,"54.5634, 18.48129",4354,black
894,,Galeria Szperk,,Gdynia,54.56372,18.50478,"54.56372, 18.50478",4620,black
895,,Wąwóz Ostrowicki,,Gdynia,54.56533,18.53491,"54.56533, 18.53491",4611,black
896,,Zielona - Kościół,,Gdynia,54.57627,18.53789,"54.57627, 18.53789",4714,black
897,,Babie Doły,,Gdynia,54.57779,18.53882,"54.57779, 18.53882",4822,black
914,,Oliwa - Pętla Tramwajowa,,Gdańsk,54.4101,18.5656,"54.4101, 18.5656",1861,yellow
915,,Karwieńska,,Gdańsk,54.41069,18.54886,"54.41069, 18.54886",2791,red
916,,Rynarzewo,,Gdańsk,54.42137,18.53835,"54.42137, 18.53835",2719,red
917,,Ergo Arena,,Sopot,54.42669,18.57592,"54.42669, 18.57592",3015,red
918,,Łokietka,,Sopot,54.43052,18.57355,"54.43052, 18.57355",2839,red
919,,Sportowa,,Sopot,54.43154000000001,18.56976,"54.43154000000001, 18.56976",2804,red
963,,Herberta,,Sopot,54.44022,18.54544,"54.44022, 18.54544",3415,red
964,,Kacze Buki,,Gdynia,54.45581,18.45318,"54.45581, 18.45318",4399,black
965,,Starochwaszczyńska,,Gdynia,54.45689,18.44948,"54.45689, 18.44948",4026,black
966,,Rdestowa - Chwaszczyńska,,Gdynia,54.45998,18.45158,"54.45998, 18.45158",4486,black
967,,Polifarb,,Gdynia,54.46011,18.45674,"54.46011, 18.45674",4612,black
968,,Giełda Towarowa,,Gdynia,54.46222,18.45339,"54.46222, 18.45339",4219,black
969,,Rdestowa - Leśny Zakątek,,Gdynia,54.46409,18.45759,"54.46409, 18.45759",4159,black
970,,Szafranowa,,Gdynia,54.46531,18.46013,"54.46531, 18.46013",4159,black
920,,Wielki Kack Fikakowo,,Gdynia,54.46569,18.48351,"54.46569, 18.48351",4355,black
921,,Górnicza - Kościół,,Gdynia,54.467,18.48187,"54.467, 18.48187",3960,black
971,,Paprykowa,,Gdynia,54.46778000000001,18.46539,"54.46778000000001, 18.46539",4099,black
922,,Górnicza - Damroki,,Gdynia,54.46816,18.48108,"54.46816, 18.48108",3900,black
972,,Kameliowa,,Gdynia,54.47014,18.46819,"54.47014, 18.46819",4094,black
923,,Spokojna - Cmentarz,,Gdynia,54.47108000000001,18.52191,"54.47108000000001, 18.52191",3595,red
973,,Dąbrowa Miętowa,,Gdynia,54.4714,18.45029,"54.4714, 18.45029",4370,black
924,,Władysława Jagiełły,,Gdynia,54.472,18.50875,"54.472, 18.50875",2829,red
974,,Tymiankowa,,Gdynia,54.4723,18.45267,"54.4723, 18.45267",4260,black
975,,Piołunowa,,Gdynia,54.47439,18.45691,"54.47439, 18.45691",4510,black
925,,Grenadierów,,Gdynia,54.47626999999999,18.50409,"54.47626999999999, 18.50409",3267,red
926,,Mały Kack Strzelców,,Gdynia,54.47776999999999,18.50295,"54.47776999999999, 18.50295",3540,red
927,,Łowicka - Szkoła,,Gdynia,54.48437,18.52731,"54.48437, 18.52731",3738,black
928,,Wieluńska - Radomska,,Gdynia,54.48476,18.51782,"54.48476, 18.51782",4237,black
929,,Mały Kack Łęczycka,,Gdynia,54.48486,18.51513,"54.48486, 18.51513",4418,black
930,,Wieluńska - Lipnowska,,Gdynia,54.48515,18.52197,"54.48515, 18.52197",4031,black
931,,Olkuska - Radomska,,Gdynia,54.48668000000001,18.51715,"54.48668000000001, 18.51715",4236,black
932,,Filipkowskiego,,Gdynia,54.48705,18.43001,"54.48705, 18.43001",4784,black
933,,Instytut Med. Morskiej i Tropikalnej,,Gdynia,54.48741,18.54716,"54.48741, 18.54716",4484,black
934,,Olkuska - Łowicka,,Gdynia,54.48797,18.52342,"54.48797, 18.52342",3926,black
900,,Powstań Chłopskich,,Gdynia,54.48976,18.54891,"54.48976, 18.54891",3658,black
935,,Wiosny Ludów,,Gdynia,54.49112,18.55092,"54.49112, 18.55092",3893,black
901,,Stadion Miejski,,Gdynia,54.49208,18.53085,"54.49208, 18.53085",3376,red
902,,Ruchu Oporu,,Gdynia,54.4923,18.54217,"54.4923, 18.54217",3222,red
936,,Pieńkawy,,Gdynia,54.49283000000001,18.426820000000006,"54.49283000000001, 18.426820000000006",5046,black
937,,Kwiatkowskiej,,Gdynia,54.49296,18.43426,"54.49296, 18.43426",5098,black
938,,Staniszewskiego,,Gdynia,54.49347,18.43646,"54.49347, 18.43646",5253,black
903,,Cylkowskiego,,Gdynia,54.49441,18.55244,"54.49441, 18.55244",3951,black
939,,Łużycka ,,Gdynia,54.49487,18.53471,"54.49487, 18.53471",3190,red
940,,Lutycka,,Gdynia,54.49503000000001,18.54075,"54.49503000000001, 18.54075",3389,red
941,,Bryla,,Gdynia,54.49551999999999,18.43723,"54.49551999999999, 18.43723",5216,black
942,,Kopernika - Kościół,,Gdynia,54.49616,18.55065,"54.49616, 18.55065",4140,black
943,,Stadion PKM,,Gdynia,54.49668000000001,18.53304,"54.49668000000001, 18.53304",2975,red
944,,Szczeblewskiego,,Gdynia,54.49873,18.54912,"54.49873, 18.54912",4055,black
904,,Hallera,,Gdynia,54.4999,18.5417,"54.4999, 18.5417",3735,black
905,,Wzgórze Św. Maksymiliana Syrokomli,,Gdynia,54.5033,18.54222,"54.5033, 18.54222",3826,black
945,,Norwida,,Gdynia,54.50498,18.54688,"54.50498, 18.54688",3951,black
946,,Moniuszki,,Gdynia,54.5054,18.54932,"54.5054, 18.54932",3905,black
906,,Łężyce - Jeżynowa,,Gdynia,54.50631,18.37609,"54.50631, 18.37609",6424,black
947,,Bulwar Nadmorski,,Gdynia,54.50747,18.55311,"54.50747, 18.55311",4122,black
907,,Dom Marynarza,,Gdynia,54.5078,18.54888,"54.5078, 18.54888",3874,black
948,,Fredry,,Gdynia,54.5087,18.54923,"54.5087, 18.54923",4086,black
976,,Urząd Miasta - Władysława IV,,Gdynia,54.51038000000001,18.53699,"54.51038000000001, 18.53699",3344,red
949,,Necla ,,Gdynia,54.51041,18.54629,"54.51041, 18.54629",3882,black
950,,Korzeniowskiego,,Gdynia,54.51062,18.550420000000006,"54.51062, 18.550420000000006",4332,black
951,,Mickiewicza ,,Gdynia,54.51251,18.54706,"54.51251, 18.54706",4174,black
952,,Śląska,,Gdynia,54.51401,18.53278,"54.51401, 18.53278",3366,red
953,,Wybickiego,,Gdynia,54.51686,18.54142,"54.51686, 18.54142",3574,red
954,,Armii Krajowej,,Gdynia,54.51809,18.538970000000006,"54.51809, 18.538970000000006",3268,red
908,,Park Rady Europy,,Gdynia,54.51879,18.54701,"54.51879, 18.54701",3554,red
955,,Sea Towers,,Gdynia,54.5194,18.54804,"54.5194, 18.54804",3594,red
977,,Gdynia Dworzec Gł. PKP - Dworcowa,,Gdynia,54.5209,18.53155,"54.5209, 18.53155",2710,red
956,,Starowiejska,,Gdynia,54.52091,18.5354,"54.52091, 18.5354",2917,red
978,,Gdynia Dworzec Gł. PKP,,Gdynia,54.52154,18.53044,"54.52154, 18.53044",2649,yellow
979,,3 Maja - Hala,,Gdynia,54.52211,18.53593,"54.52211, 18.53593",2947,red
957,,Plac Kaszubski,,Gdynia,54.52233,18.54046,"54.52233, 18.54046",3168,red
958,,I Urząd Skarbowy,,Gdynia,54.52276,18.53876,"54.52276, 18.53876",3121,red
959,,Gdynia Dworzec Gł. PKP - Hala,,Gdynia,54.52308000000001,18.5337,"54.52308000000001, 18.5337",2883,red
960,,Plac Kaszubski - Jana z Kolna,,Gdynia,54.52342,18.54245,"54.52342, 18.54245",3302,red
961,,Portowa,,Gdynia,54.52434,18.54309,"54.52434, 18.54309",3413,red
980,,Celna,,Gdynia,54.52654,18.52506,"54.52654, 18.52506",3807,black
981,,Węzeł Ofiar Grudnia '70,,Gdynia,54.52682,18.52013,"54.52682, 18.52013",3591,red
982,,Rotterdamska,,Gdynia,54.52711,18.53133,"54.52711, 18.53133",3780,black
983,,Demptowska,,Gdynia,54.52796,18.46002,"54.52796, 18.46002",4834,black
962,,Urząd Morski,,Gdynia,54.52814,18.54292,"54.52814, 18.54292",3675,black
984,,Szkoła Morska,,Gdynia,54.5294,18.5377,"54.5294, 18.5377",3913,black
985,,Chrzanowskiego - Przychodnia,,Gdynia,54.52996,18.54236,"54.52996, 18.54236",3832,black
986,,Stocznia Gdynia,,Gdynia,54.53219,18.51689,"54.53219, 18.51689",4066,black
909,,Dworzec Morski - Muzeum Emigracji,,Gdynia,54.53261,18.54675,"54.53261, 18.54675",3960,black
987,,Janka Wiśniewskiego,,Gdynia,54.53263000000001,18.50903,"54.53263000000001, 18.50903",3454,red
988,,Energetyków,,Gdynia,54.53967,18.499370000000006,"54.53967, 18.499370000000006",3574,red
910,,Chylonia Krzywoustego,,Gdynia,54.54594,18.46845,"54.54594, 18.46845",4348,black
911,,Bosmańska - Nasypowa,,Gdynia,54.54853000000001,18.52011,"54.54853000000001, 18.52011",3902,black
912,,Elektrociepłownia - Kontenerowa,,Gdynia,54.55106,18.48669,"54.55106, 18.48669",4736,black
913,,Cisowa Granica Miasta,,Gdynia,54.55356,18.4165,"54.55356, 18.4165",5324,black
