,stopName,stopDesc,zoneId,zoneName,stopLat,stopLon,coord,time_sec,color
255,Kolumba,Kolumba,1.0,Gdańsk,54.36033000000001,18.57789,"54.36033000000001, 18.57789",531,green
250,Dobrowolskiego,Dobrowolskiego,1.0,Gdańsk,54.36066999999999,18.58955,"54.36066999999999, 18.58955",840,green
234,Wileńska,Piecki Wileńska,1.0,Gdańsk,54.36183000000001,18.59507,"54.36183000000001, 18.59507",780,green
243,Pomorskie Szkoły Rzemiosł,Pomorskie Szkoły Rzemiosł,1.0,Gdańsk,54.36194,18.61108,"54.36194, 18.61108",1823,yellow
208,Kokoszki - Poczta,Kokoszki Poczta (N/Ż),1.0,Gdańsk,54.36385,18.48111,"54.36385, 18.48111",3975,black
211,Unimor,Unimor (N/Ż),1.0,Gdańsk,54.36401,18.47239,"54.36401, 18.47239",3960,black
207,Nowatorów,Nowatorów,1.0,Gdańsk,54.36405,18.49177,"54.36405, 18.49177",2466,yellow
242,Jarowa,Jarowa,1.0,Gdańsk,54.36425,18.61194,"54.36425, 18.61194",1740,blue
254,Brętowo PKM,Brętowo PKM,1.0,Gdańsk,54.36431,18.57331,"54.36431, 18.57331",408,green
249,Strzelnica,Strzelnica (N/Ż),1.0,Gdańsk,54.36552,18.58893,"54.36552, 18.58893",1146,blue
212,Centrostal,Centrostal (N/Ż),1.0,Gdańsk,54.36636,18.46767,"54.36636, 18.46767",4132,black
281,Potokowa - Matemblewska,Potokowa - Matemblewska (N/Ż),1.0,Gdańsk,54.36646,18.5631,"54.36646, 18.5631",871,green
280,Dolne Młyny,Dolne Młyny (N/Ż),1.0,Gdańsk,54.36665,18.56773,"54.36665, 18.56773",633,green
241,Kręta,Kręta,1.0,Gdańsk,54.36735,18.61299,"54.36735, 18.61299",1855,yellow
214,Instal,Instal (N/Ż),1.0,Gdańsk,54.3675,18.46569,"54.3675, 18.46569",4020,black
248,Falista,Falista (N/Ż),1.0,Gdańsk,54.36787,18.59324,"54.36787, 18.59324",1417,blue
213,"Schronisko dla zwierząt ""Promyk""","Schronisko dla zwierząt ""Promyk"" (N/Ż)",1.0,Gdańsk,54.36913000000001,18.46222,"54.36913000000001, 18.46222",4117,black
278,Ogrodowa,Ogrodowa (N/Ż) ,1.0,Gdańsk,54.3695,18.57099,"54.3695, 18.57099",240,green
240,Siedlicka,Siedlicka,1.0,Gdańsk,54.37005,18.6113,"54.37005, 18.6113",1920,yellow
272,Rakietowa,Rakietowa (N/Ż),1.0,Gdańsk,54.37009000000001,18.48124,"54.37009000000001, 18.48124",4488,black
